"Story","Title","Result","Date","Stability","Duration (s)"
"This is test scenario of Login Page","TC-06 - System navigate to Explore Project page when login successfully","SUCCESS","2022-04-14T17:12:02.985+07:00[Asia/Ho_Chi_Minh]","0.0","11.43"
